time,V(vin_12v),V(vsense_adc),V(vsense_raw)
5.504999999999942e-03,1.200000000000000e+01,2.529024339887935e+00,2.530019709125372e+00
5.514999999999942e-03,1.200000000000000e+01,2.529235113260585e+00,2.530221013726063e+00
5.524999999999941e-03,1.200000000000000e+01,2.529443881583323e+00,2.530420403351600e+00
5.534999999999941e-03,1.200000000000000e+01,2.529650663929838e+00,2.530617896218805e+00
5.544999999999941e-03,1.200000000000000e+01,2.529855479192369e+00,2.530813510371205e+00
5.554999999999940e-03,1.200000000000000e+01,2.530058346083440e+00,2.531007263680682e+00
5.564999999999940e-03,1.200000000000000e+01,2.530259283137565e+00,2.531199173849107e+00
5.574999999999939e-03,1.200000000000000e+01,2.530458308712942e+00,2.531389258409955e+00
5.584999999999939e-03,1.200000000000000e+01,2.530655440993132e+00,2.531577534729910e+00
5.594999999999939e-03,1.200000000000000e+01,2.530850697988717e+00,2.531764020010448e+00
5.604999999999938e-03,1.200000000000000e+01,2.531044097538950e+00,2.531948731289411e+00
5.614999999999938e-03,1.200000000000000e+01,2.531235657313379e+00,2.532131685442562e+00
5.624999999999937e-03,1.200000000000000e+01,2.531425394813469e+00,2.532312899185131e+00
5.634999999999937e-03,1.200000000000000e+01,2.531613327374192e+00,2.532492389073335e+00
5.644999999999937e-03,1.200000000000000e+01,2.531799472165619e+00,2.532670171505897e+00
5.654999999999936e-03,1.200000000000000e+01,2.531983846194483e+00,2.532846262725541e+00
5.664999999999936e-03,1.200000000000000e+01,2.532166466305737e+00,2.533020678820478e+00
5.674999999999935e-03,1.200000000000000e+01,2.532347349184090e+00,2.533193435725873e+00
5.684999999999935e-03,1.200000000000000e+01,2.532526511355531e+00,2.533364549225304e+00
5.694999999999934e-03,1.200000000000000e+01,2.532703969188842e+00,2.533534034952201e+00
5.704999999999934e-03,1.200000000000000e+01,2.532879738897091e+00,2.533701908391278e+00
5.714999999999934e-03,1.200000000000000e+01,2.533053836539113e+00,2.533868184879946e+00
5.724999999999933e-03,1.200000000000000e+01,2.533226278020980e+00,2.534032879609709e+00
5.734999999999933e-03,1.200000000000000e+01,2.533397079097452e+00,2.534196007627562e+00
5.744999999999932e-03,1.200000000000000e+01,2.533566255373414e+00,2.534357583837361e+00
5.754999999999932e-03,1.200000000000000e+01,2.533733822305309e+00,2.534517623001179e+00
5.764999999999932e-03,1.200000000000000e+01,2.533899795202541e+00,2.534676139740665e+00
5.774999999999931e-03,1.200000000000000e+01,2.534064189228882e+00,2.534833148538373e+00
5.784999999999931e-03,1.200000000000000e+01,2.534227019403851e+00,2.534988663739087e+00
5.794999999999930e-03,1.200000000000000e+01,2.534388300604092e+00,2.535142699551131e+00
5.804999999999930e-03,1.200000000000000e+01,2.534548047564727e+00,2.535295270047670e+00
5.814999999999930e-03,1.200000000000000e+01,2.534706274880707e+00,2.535446389167991e+00
5.824999999999929e-03,1.200000000000000e+01,2.534862997008144e+00,2.535596070718780e+00
5.834999999999929e-03,1.200000000000000e+01,2.535018228265632e+00,2.535744328375382e+00
5.844999999999928e-03,1.200000000000000e+01,2.535171982835551e+00,2.535891175683052e+00
5.854999999999928e-03,1.200000000000000e+01,2.535324274765371e+00,2.536036626058190e+00
5.864999999999928e-03,1.200000000000000e+01,2.535475117968930e+00,2.536180692789568e+00
5.874999999999927e-03,1.200000000000000e+01,2.535624526227703e+00,2.536323389039547e+00
5.884999999999927e-03,1.200000000000000e+01,2.535772513192069e+00,2.536464727845273e+00
5.894999999999926e-03,1.200000000000000e+01,2.535919092382549e+00,2.536604722119874e+00
5.904999999999926e-03,1.200000000000000e+01,2.536064277191049e+00,2.536743384653637e+00
5.914999999999926e-03,1.200000000000000e+01,2.536208080882079e+00,2.536880728115179e+00
5.924999999999925e-03,1.200000000000000e+01,2.536350516593965e+00,2.537016765052601e+00
5.934999999999925e-03,1.200000000000000e+01,2.536491597340051e+00,2.537151507894637e+00
5.944999999999924e-03,1.200000000000000e+01,2.536631336009889e+00,2.537284968951786e+00
5.954999999999924e-03,1.200000000000000e+01,2.536769745370411e+00,2.537417160417442e+00
5.964999999999923e-03,1.200000000000000e+01,2.536906838067105e+00,2.537548094369007e+00
5.974999999999923e-03,1.200000000000000e+01,2.537042626625160e+00,2.537677782768989e+00
5.984999999999923e-03,1.200000000000000e+01,2.537177123450618e+00,2.537806237466102e+00
5.994999999999922e-03,1.200000000000000e+01,2.537310340831503e+00,2.537933470196341e+00
6.004999999999922e-03,1.200000000000000e+01,2.537442290938944e+00,2.538059492584063e+00
6.014999999999921e-03,1.200000000000000e+01,2.537572985828291e+00,2.538184316143044e+00
6.024999999999921e-03,1.200000000000000e+01,2.537702437440212e+00,2.538307952277528e+00
6.034999999999921e-03,1.200000000000000e+01,2.537830657601787e+00,2.538430412283277e+00
6.044999999999920e-03,1.200000000000000e+01,2.537957658027584e+00,2.538551707348594e+00
6.054999999999920e-03,1.200000000000000e+01,2.538083450320734e+00,2.538671848555353e+00
6.064999999999919e-03,1.200000000000000e+01,2.538208045973993e+00,2.538790846880007e+00
6.074999999999919e-03,1.200000000000000e+01,2.538331456370781e+00,2.538908713194591e+00
6.084999999999919e-03,1.200000000000000e+01,2.538453692786237e+00,2.539025458267718e+00
6.094999999999918e-03,1.200000000000000e+01,2.538574766388236e+00,2.539141092765559e+00
6.104999999999918e-03,1.200000000000000e+01,2.538694688238418e+00,2.539255627252822e+00
6.114999999999917e-03,1.200000000000000e+01,2.538813469293196e+00,2.539369072193713e+00
6.124999999999917e-03,1.200000000000000e+01,2.538931120404754e+00,2.539481437952896e+00
6.134999999999917e-03,1.200000000000000e+01,2.539047652322044e+00,2.539592734796433e+00
6.144999999999916e-03,1.200000000000000e+01,2.539163075691761e+00,2.539702972892732e+00
6.154999999999916e-03,1.200000000000000e+01,2.539277401059325e+00,2.539812162313469e+00
6.164999999999915e-03,1.200000000000000e+01,2.539390638869836e+00,2.539920313034509e+00
6.174999999999915e-03,1.200000000000000e+01,2.539502799469033e+00,2.540027434936820e+00
6.184999999999915e-03,1.200000000000000e+01,2.539613893104236e+00,2.540133537807371e+00
6.194999999999914e-03,1.200000000000000e+01,2.539723929925287e+00,2.540238631340034e+00
6.204999999999914e-03,1.200000000000000e+01,2.539832919985471e+00,2.540342725136460e+00
6.214999999999913e-03,1.200000000000000e+01,2.539940873242438e+00,2.540445828706963e+00
6.224999999999913e-03,1.200000000000000e+01,2.540047799559118e+00,2.540547951471389e+00
6.234999999999912e-03,1.200000000000000e+01,2.540153708704609e+00,2.540649102759974e+00
6.244999999999912e-03,1.200000000000000e+01,2.540258610355085e+00,2.540749291814195e+00
6.254999999999912e-03,1.200000000000000e+01,2.540362514094665e+00,2.540848527787617e+00
6.264999999999911e-03,1.200000000000000e+01,2.540465429416300e+00,2.540946819746731e+00
6.274999999999911e-03,1.200000000000000e+01,2.540567365722637e+00,2.541044176671779e+00
6.284999999999910e-03,1.200000000000000e+01,2.540668332326873e+00,2.541140607457573e+00
6.294999999999910e-03,1.200000000000000e+01,2.540768338453617e+00,2.541236120914314e+00
6.304999999999910e-03,1.200000000000000e+01,2.540867393239718e+00,2.541330725768390e+00
6.314999999999909e-03,1.200000000000000e+01,2.540965505735114e+00,2.541424430663179e+00
6.324999999999909e-03,1.200000000000000e+01,2.541062684903650e+00,2.541517244159835e+00
6.334999999999908e-03,1.200000000000000e+01,2.541158939623900e+00,2.541609174738072e+00
6.344999999999908e-03,1.200000000000000e+01,2.541254278689977e+00,2.541700230796935e+00
6.354999999999908e-03,1.200000000000000e+01,2.541348710812338e+00,2.541790420655575e+00
6.364999999999907e-03,1.200000000000000e+01,2.541442244618577e+00,2.541879752554000e+00
6.374999999999907e-03,1.200000000000000e+01,2.541534888654219e+00,2.541968234653834e+00
6.384999999999906e-03,1.200000000000000e+01,2.541626651383492e+00,2.542055875039062e+00
6.394999999999906e-03,1.200000000000000e+01,2.541717541190111e+00,2.542142681716766e+00
6.404999999999906e-03,1.200000000000000e+01,2.541807566378033e+00,2.542228662617860e+00
6.414999999999905e-03,1.200000000000000e+01,2.541896735172224e+00,2.542313825597809e+00
6.424999999999905e-03,1.200000000000000e+01,2.541985055719408e+00,2.542398178437355e+00
6.434999999999904e-03,1.200000000000000e+01,2.542072536088807e+00,2.542481728843219e+00
6.444999999999904e-03,1.200000000000000e+01,2.542159184272884e+00,2.542564484448810e+00
6.454999999999904e-03,1.200000000000000e+01,2.542245008188072e+00,2.542646452814926e+00
6.464999999999903e-03,1.200000000000000e+01,2.542330015675496e+00,2.542727641430435e+00
6.474999999999903e-03,1.200000000000000e+01,2.542414214501687e+00,2.542808057712966e+00
6.484999999999902e-03,1.200000000000000e+01,2.542497612359300e+00,2.542887709009590e+00
6.494999999999902e-03,1.200000000000000e+01,2.542580216867806e+00,2.542966602597480e+00
6.504999999999901e-03,1.200000000000000e+01,2.542662035574195e+00,2.543044745684586e+00
6.514999999999901e-03,1.200000000000000e+01,2.542743075953664e+00,2.543122145410290e+00
6.524999999999901e-03,1.200000000000000e+01,2.542823345410299e+00,2.543198808846059e+00
6.534999999999900e-03,1.200000000000000e+01,2.542902851277755e+00,2.543274742996087e+00
6.544999999999900e-03,1.200000000000000e+01,2.542981600819920e+00,2.543349954797942e+00
6.554999999999899e-03,1.200000000000000e+01,2.543059601231583e+00,2.543424451123195e+00
6.564999999999899e-03,1.200000000000000e+01,2.543136859639089e+00,2.543498238778048e+00
6.574999999999899e-03,1.200000000000000e+01,2.543213383100995e+00,2.543571324503957e+00
6.584999999999898e-03,1.200000000000000e+01,2.543289178608707e+00,2.543643714978248e+00
6.594999999999898e-03,1.200000000000000e+01,2.543364253087125e+00,2.543715416814728e+00
6.604999999999897e-03,1.200000000000000e+01,2.543438613395275e+00,2.543786436564288e+00
6.614999999999897e-03,1.200000000000000e+01,2.543512266326931e+00,2.543856780715498e+00
6.624999999999897e-03,1.200000000000000e+01,2.543585218611242e+00,2.543926455695208e+00
6.634999999999896e-03,1.200000000000000e+01,2.543657476913342e+00,2.543995467869128e+00
6.644999999999896e-03,1.200000000000000e+01,2.543729047834963e+00,2.544063823542412e+00
6.654999999999895e-03,1.200000000000000e+01,2.543799937915031e+00,2.544131528960235e+00
6.664999999999895e-03,1.200000000000000e+01,2.543870153630274e+00,2.544198590308362e+00
6.674999999999895e-03,1.200000000000000e+01,2.543939701395804e+00,2.544265013713714e+00
6.684999999999894e-03,1.200000000000000e+01,2.544008587565711e+00,2.544330805244930e+00
6.694999999999894e-03,1.200000000000000e+01,2.544076818433635e+00,2.544395970912916e+00
6.704999999999893e-03,1.200000000000000e+01,2.544144400233349e+00,2.544460516671398e+00
6.714999999999893e-03,1.200000000000000e+01,2.544211339139326e+00,2.544524448417467e+00
6.724999999999893e-03,1.200000000000000e+01,2.544277641267299e+00,2.544587771992114e+00
6.734999999999892e-03,1.200000000000000e+01,2.544343312674825e+00,2.544650493180767e+00
6.744999999999892e-03,1.200000000000000e+01,2.544408359361837e+00,2.544712617713817e+00
6.754999999999891e-03,1.200000000000000e+01,2.544472787271191e+00,2.544774151267144e+00
6.764999999999891e-03,1.200000000000000e+01,2.544536602289209e+00,2.544835099462633e+00
6.774999999999890e-03,1.200000000000000e+01,2.544599810246218e+00,2.544895467868690e+00
6.784999999999890e-03,1.200000000000000e+01,2.544662416917083e+00,2.544955262000751e+00
6.794999999999890e-03,1.200000000000000e+01,2.544724428021732e+00,2.545014487321782e+00
6.804999999999889e-03,1.200000000000000e+01,2.544785849225683e+00,2.545073149242782e+00
6.814999999999889e-03,1.200000000000000e+01,2.544846686140556e+00,2.545131253123276e+00
6.824999999999888e-03,1.200000000000000e+01,2.544906944324591e+00,2.545188804271806e+00
6.834999999999888e-03,1.200000000000000e+01,2.544966629283151e+00,2.545245807946412e+00
6.844999999999888e-03,1.200000000000000e+01,2.545025746469230e+00,2.545302269355119e+00
6.854999999999887e-03,1.200000000000000e+01,2.545084301283947e+00,2.545358193656405e+00
6.864999999999887e-03,1.200000000000000e+01,2.545142299077042e+00,2.545413585959679e+00
6.874999999999886e-03,1.200000000000000e+01,2.545199745147362e+00,2.545468451325744e+00
6.884999999999886e-03,1.200000000000000e+01,2.545256644743350e+00,2.545522794767260e+00
6.894999999999886e-03,1.200000000000000e+01,2.545313003063520e+00,2.545576621249205e+00
6.904999999999885e-03,1.200000000000000e+01,2.545368825256932e+00,2.545629935689322e+00
6.914999999999885e-03,1.200000000000000e+01,2.545424116423665e+00,2.545682742958576e+00
6.924999999999884e-03,1.200000000000000e+01,2.545478881615283e+00,2.545735047881593e+00
6.934999999999884e-03,1.200000000000000e+01,2.545533125835295e+00,2.545786855237105e+00
6.944999999999884e-03,1.200000000000000e+01,2.545586854039612e+00,2.545838169758384e+00
6.954999999999883e-03,1.200000000000000e+01,2.545640071136998e+00,2.545888996133673e+00
6.964999999999883e-03,1.200000000000000e+01,2.545692781989526e+00,2.545939339006622e+00
6.974999999999882e-03,1.200000000000000e+01,2.545744991413013e+00,2.545989202976701e+00
6.984999999999882e-03,1.200000000000000e+01,2.545796704177465e+00,2.546038592599630e+00
6.994999999999882e-03,1.200000000000000e+01,2.545847925007510e+00,2.546087512387788e+00
7.004999999999881e-03,1.200000000000000e+01,2.545898658582836e+00,2.546135966810632e+00
7.014999999999881e-03,1.200000000000000e+01,2.545948909538609e+00,2.546183960295099e+00
7.024999999999880e-03,1.200000000000000e+01,2.545998682465906e+00,2.546231497226016e+00
7.034999999999880e-03,1.200000000000000e+01,2.546047981912126e+00,2.546278581946494e+00
7.044999999999879e-03,1.200000000000000e+01,2.546096812381411e+00,2.546325218758334e+00
7.054999999999879e-03,1.200000000000000e+01,2.546145178335057e+00,2.546371411922410e+00
7.064999999999879e-03,1.200000000000000e+01,2.546193084191918e+00,2.546417165659066e+00
7.074999999999878e-03,1.200000000000000e+01,2.546240534328814e+00,2.546462484148496e+00
7.084999999999878e-03,1.200000000000000e+01,2.546287533080928e+00,2.546507371531130e+00
7.094999999999877e-03,1.200000000000000e+01,2.546334084742205e+00,2.546551831908013e+00
7.104999999999877e-03,1.200000000000000e+01,2.546380193565741e+00,2.546595869341175e+00
7.114999999999877e-03,1.200000000000000e+01,2.546425863764172e+00,2.546639487854002e+00
7.124999999999876e-03,1.200000000000000e+01,2.546471099510062e+00,2.546682691431613e+00
7.134999999999876e-03,1.200000000000000e+01,2.546515904936282e+00,2.546725484021210e+00
7.144999999999875e-03,1.200000000000000e+01,2.546560284136386e+00,2.546767869532452e+00
7.154999999999875e-03,1.200000000000000e+01,2.546604241164989e+00,2.546809851837804e+00
7.164999999999875e-03,1.200000000000000e+01,2.546647780038135e+00,2.546851434772892e+00
7.174999999999874e-03,1.200000000000000e+01,2.546690904733661e+00,2.546892622136853e+00
7.184999999999874e-03,1.200000000000000e+01,2.546733619191565e+00,2.546933417692687e+00
7.194999999999873e-03,1.200000000000000e+01,2.546775927314367e+00,2.546973825167595e+00
7.204999999999873e-03,1.200000000000000e+01,2.546817832967460e+00,2.547013848253322e+00
7.214999999999873e-03,1.200000000000000e+01,2.546859339979469e+00,2.547053490606496e+00
7.224999999999872e-03,1.200000000000000e+01,2.546900452142595e+00,2.547092755848959e+00
7.234999999999872e-03,1.200000000000000e+01,2.546941173212966e+00,2.547131647568096e+00
7.244999999999871e-03,1.200000000000000e+01,2.546981506910977e+00,2.547170169317169e+00
7.254999999999871e-03,1.200000000000000e+01,2.547021456921635e+00,2.547208324615640e+00
7.264999999999871e-03,1.200000000000000e+01,2.547061026894890e+00,2.547246116949488e+00
7.274999999999870e-03,1.200000000000000e+01,2.547100220445969e+00,2.547283549771531e+00
7.284999999999870e-03,1.200000000000000e+01,2.547139041155712e+00,2.547320626501741e+00
7.294999999999869e-03,1.200000000000000e+01,2.547177492570892e+00,2.547357350527558e+00
7.304999999999869e-03,1.200000000000000e+01,2.547215578204542e+00,2.547393725204196e+00
7.314999999999868e-03,1.200000000000000e+01,2.547253301536277e+00,2.547429753854952e+00
7.324999999999868e-03,1.200000000000000e+01,2.547290666012614e+00,2.547465439771509e+00
7.334999999999868e-03,1.200000000000000e+01,2.547327675047279e+00,2.547500786214238e+00
7.344999999999867e-03,1.200000000000000e+01,2.547364332021525e+00,2.547535796412493e+00
7.354999999999867e-03,1.200000000000000e+01,2.547400640284442e+00,2.547570473564908e+00
7.364999999999866e-03,1.200000000000000e+01,2.547436603153260e+00,2.547604820839689e+00
7.374999999999866e-03,1.200000000000000e+01,2.547472223913651e+00,2.547638841374905e+00
7.384999999999866e-03,1.200000000000000e+01,2.547507505820032e+00,2.547672538278772e+00
7.394999999999865e-03,1.200000000000000e+01,2.547542452095862e+00,2.547705914629936e+00
7.404999999999865e-03,1.200000000000000e+01,2.547577065933936e+00,2.547738973477760e+00
7.414999999999864e-03,1.200000000000000e+01,2.547611350496674e+00,2.547771717842596e+00
7.424999999999864e-03,1.200000000000000e+01,2.547645308916415e+00,2.547804150716066e+00
7.434999999999864e-03,1.200000000000000e+01,2.547678944295700e+00,2.547836275061333e+00
7.444999999999863e-03,1.200000000000000e+01,2.547712259707555e+00,2.547868093813371e+00
7.454999999999863e-03,1.200000000000000e+01,2.547745258195774e+00,2.547899609879233e+00
7.464999999999862e-03,1.200000000000000e+01,2.547777942775197e+00,2.547930826138321e+00
7.474999999999862e-03,1.200000000000000e+01,2.547810316431982e+00,2.547961745442643e+00
7.484999999999862e-03,1.200000000000000e+01,2.547842382123881e+00,2.547992370617078e+00
7.494999999999861e-03,1.200000000000000e+01,2.547874142780509e+00,2.548022704459630e+00
7.504999999999861e-03,1.200000000000000e+01,2.547905601303614e+00,2.548052749741690e+00
7.514999999999860e-03,1.200000000000000e+01,2.547936760567339e+00,2.548082509208283e+00
7.524999999999860e-03,1.200000000000000e+01,2.547967623418486e+00,2.548111985578320e+00
7.534999999999860e-03,1.200000000000000e+01,2.547998192676773e+00,2.548141181544849e+00
7.544999999999859e-03,1.200000000000000e+01,2.548028471135099e+00,2.548170099775298e+00
7.554999999999859e-03,1.200000000000000e+01,2.548058461559792e+00,2.548198742911722e+00
7.564999999999858e-03,1.200000000000000e+01,2.548088166690865e+00,2.548227113571042e+00
7.574999999999858e-03,1.200000000000000e+01,2.548117589242267e+00,2.548255214345285e+00
7.584999999999857e-03,1.200000000000000e+01,2.548146731902129e+00,2.548283047801821e+00
7.594999999999857e-03,1.200000000000000e+01,2.548175597333008e+00,2.548310616483595e+00
7.604999999999857e-03,1.200000000000000e+01,2.548204188172136e+00,2.548337922909362e+00
7.614999999999856e-03,1.200000000000000e+01,2.548232507031655e+00,2.548364969573919e+00
7.624999999999856e-03,1.200000000000000e+01,2.548260556498859e+00,2.548391758948327e+00
7.634999999999855e-03,1.200000000000000e+01,2.548288339136431e+00,2.548418293480143e+00
7.644999999999855e-03,1.200000000000000e+01,2.548315857482673e+00,2.548444575593638e+00
7.654999999999855e-03,1.200000000000000e+01,2.548343114051741e+00,2.548470607690025e+00
7.664999999999854e-03,1.200000000000000e+01,2.548370111333876e+00,2.548496392147670e+00
7.674999999999854e-03,1.200000000000000e+01,2.548396851795629e+00,2.548521931322320e+00
7.684999999999853e-03,1.200000000000000e+01,2.548423337880087e+00,2.548547227547306e+00
7.694999999999853e-03,1.200000000000000e+01,2.548449572007095e+00,2.548572283133766e+00
7.704999999999853e-03,1.200000000000000e+01,2.548475556573482e+00,2.548597100370853e+00
7.714999999999852e-03,1.200000000000000e+01,2.548501293953272e+00,2.548621681525941e+00
7.724999999999852e-03,1.200000000000000e+01,2.548526786497910e+00,2.548646028844838e+00
7.734999999999851e-03,1.200000000000000e+01,2.548552036536467e+00,2.548670144551985e+00
7.744999999999851e-03,1.200000000000000e+01,2.548577046375862e+00,2.548694030850664e+00
7.754999999999851e-03,1.200000000000000e+01,2.548601818301067e+00,2.548717689923198e+00
7.764999999999850e-03,1.200000000000000e+01,2.548626354575317e+00,2.548741123931148e+00
7.774999999999850e-03,1.200000000000000e+01,2.548650657440319e+00,2.548764335015515e+00
7.784999999999849e-03,1.200000000000000e+01,2.548674729116454e+00,2.548787325296931e+00
7.794999999999849e-03,1.200000000000000e+01,2.548698571802979e+00,2.548810096875855e+00
7.804999999999849e-03,1.200000000000000e+01,2.548722187678234e+00,2.548832651832767e+00
7.814999999999848e-03,1.200000000000000e+01,2.548745578899835e+00,2.548854992228353e+00
7.824999999999848e-03,1.200000000000000e+01,2.548768747604871e+00,2.548877120103697e+00
7.834999999999847e-03,1.200000000000000e+01,2.548791695910103e+00,2.548899037480466e+00
7.844999999999847e-03,1.200000000000000e+01,2.548814425912155e+00,2.548920746361096e+00
7.854999999999846e-03,1.200000000000000e+01,2.548836939687708e+00,2.548942248728975e+00
7.864999999999846e-03,1.200000000000000e+01,2.548859239293686e+00,2.548963546548622e+00
7.874999999999846e-03,1.200000000000000e+01,2.548881326767447e+00,2.548984641765867e+00
7.884999999999845e-03,1.200000000000000e+01,2.548903204126965e+00,2.549005536308032e+00
7.894999999999845e-03,1.200000000000000e+01,2.548924873371022e+00,2.549026232084103e+00
7.904999999999844e-03,1.200000000000000e+01,2.548946336479384e+00,2.549046730984908e+00
7.914999999999844e-03,1.200000000000000e+01,2.548967595412982e+00,2.549067034883287e+00
7.924999999999844e-03,1.200000000000000e+01,2.548988652114096e+00,2.549087145634262e+00
7.934999999999843e-03,1.200000000000000e+01,2.549009508506525e+00,2.549107065075209e+00
7.944999999999843e-03,1.200000000000000e+01,2.549030166495774e+00,2.549126795026031e+00
7.954999999999842e-03,1.200000000000000e+01,2.549050627969215e+00,2.549146337289310e+00
7.964999999999842e-03,1.200000000000000e+01,2.549070894796268e+00,2.549165693650486e+00
7.974999999999842e-03,1.200000000000000e+01,2.549090968828571e+00,2.549184865878013e+00
7.984999999999841e-03,1.200000000000000e+01,2.549110851900147e+00,2.549203855723522e+00
7.994999999999841e-03,1.200000000000000e+01,2.549130545827571e+00,2.549222664921981e+00
8.000000000000000e-03,1.200000000000000e+01,2.549140322369483e+00,2.549232002263036e+00
8.000999999999999e-03,1.199850000000000e+01,2.549141966622386e+00,2.549219246508823e+00
8.003000000000000e-03,1.199550000000000e+01,2.549144642947071e+00,2.549193150320867e+00
8.007000000000000e-03,1.198950000000000e+01,2.549146329518007e+00,2.549137456561238e+00
8.015000000000000e-03,1.197750000000000e+01,2.549135108162072e+00,2.549012130186627e+00
8.024999999999999e-03,1.196250000000000e+01,2.549093899004550e+00,2.548829510899286e+00
8.034999999999999e-03,1.194750000000000e+01,2.549022745692769e+00,2.548618292667306e+00
8.044999999999998e-03,1.193250000000000e+01,2.548921933080189e+00,2.548378747547404e+00
8.054999999999998e-03,1.191750000000000e+01,2.548791743310505e+00,2.548111145008265e+00
8.064999999999998e-03,1.190250000000000e+01,2.548632455843429e+00,2.547815751955167e+00
8.074999999999997e-03,1.188750000000000e+01,2.548444347480225e+00,2.547492832754370e+00
8.084999999999997e-03,1.187250000000001e+01,2.548227692388992e+00,2.547142649257261e+00
8.094999999999996e-03,1.185750000000001e+01,2.547982762129718e+00,2.546765460824279e+00
8.104999999999996e-03,1.184250000000001e+01,2.547709825679089e+00,2.546361524348617e+00
8.114999999999995e-03,1.182750000000001e+01,2.547409149455061e+00,2.545931094279683e+00
8.124999999999995e-03,1.181250000000001e+01,2.547080997341206e+00,2.545474422646358e+00
8.134999999999995e-03,1.179750000000001e+01,2.546725630710817e+00,2.544991759080016e+00
8.144999999999994e-03,1.178250000000001e+01,2.546343308450789e+00,2.544483350837329e+00
8.154999999999994e-03,1.176750000000001e+01,2.545934286985270e+00,2.543949442822861e+00
8.164999999999993e-03,1.175250000000001e+01,2.545498820299092e+00,2.543390277611442e+00
8.174999999999993e-03,1.173750000000001e+01,2.545037159960974e+00,2.542806095470333e+00
8.184999999999993e-03,1.172250000000001e+01,2.544549555146507e+00,2.542197134381170e+00
8.194999999999992e-03,1.170750000000001e+01,2.544036252660918e+00,2.541563630061718e+00
8.204999999999992e-03,1.169250000000001e+01,2.543497496961616e+00,2.540905815987395e+00
8.214999999999991e-03,1.167750000000001e+01,2.542933530180536e+00,2.540223923412609e+00
8.224999999999991e-03,1.166250000000001e+01,2.542344592146249e+00,2.539518181391890e+00
8.234999999999991e-03,1.164750000000002e+01,2.541730920405882e+00,2.538788816800807e+00
8.244999999999990e-03,1.163250000000001e+01,2.541092750246819e+00,2.538036054356708e+00
8.254999999999990e-03,1.161750000000002e+01,2.540430314718194e+00,2.537260116639238e+00
8.264999999999989e-03,1.160250000000002e+01,2.539743844652187e+00,2.536461224110684e+00
8.274999999999989e-03,1.158750000000002e+01,2.539033568685111e+00,2.535639595136116e+00
8.284999999999989e-03,1.157250000000002e+01,2.538299713278305e+00,2.534795446003333e+00
8.294999999999988e-03,1.155750000000002e+01,2.537542502738818e+00,2.533928990942628e+00
8.304999999999988e-03,1.154250000000002e+01,2.536762159239909e+00,2.533040442146358e+00
8.314999999999987e-03,1.152750000000002e+01,2.535958902841338e+00,2.532130009788331e+00
8.324999999999987e-03,1.151250000000002e+01,2.535132951509478e+00,2.531197902043011e+00
8.334999999999987e-03,1.149750000000002e+01,2.534284521137227e+00,2.530244325104532e+00
8.344999999999986e-03,1.148250000000002e+01,2.533413825563728e+00,2.529269483205542e+00
8.354999999999986e-03,1.146750000000002e+01,2.532521076593915e+00,2.528273578635858e+00
8.364999999999985e-03,1.145250000000002e+01,2.531606484017854e+00,2.527256811760950e+00
8.374999999999985e-03,1.143750000000002e+01,2.530670255629920e+00,2.526219381040249e+00
8.384999999999984e-03,1.142250000000002e+01,2.529712597247773e+00,2.525161483045273e+00
8.394999999999984e-03,1.140750000000002e+01,2.528733712731169e+00,2.524083312477593e+00
8.404999999999984e-03,1.139250000000002e+01,2.527733804000579e+00,2.522985062186615e+00
8.414999999999983e-03,1.137750000000003e+01,2.526713071055642e+00,2.521866923187206e+00
8.424999999999983e-03,1.136250000000003e+01,2.525671711993435e+00,2.520729084677140e+00
8.434999999999982e-03,1.134750000000003e+01,2.524609923026574e+00,2.519571734054386e+00
8.444999999999982e-03,1.133250000000003e+01,2.523527898501137e+00,2.518395056934231e+00
8.454999999999982e-03,1.131750000000003e+01,2.522425830914424e+00,2.517199237166234e+00
8.464999999999981e-03,1.130250000000003e+01,2.521303910932540e+00,2.515984456851029e+00
8.474999999999981e-03,1.128750000000003e+01,2.520162327407818e+00,2.514750896356953e+00
8.484999999999980e-03,1.127250000000003e+01,2.519001267396072e+00,2.513498734336539e+00
8.494999999999980e-03,1.125750000000003e+01,2.517820916173689e+00,2.512228147742823e+00
8.504999999999980e-03,1.124250000000003e+01,2.516621457254550e+00,2.510939311845520e+00
8.514999999999979e-03,1.122750000000003e+01,2.515403072406804e+00,2.509632400247036e+00
8.524999999999979e-03,1.121250000000003e+01,2.514165941669472e+00,2.508307584898329e+00
8.534999999999978e-03,1.119750000000003e+01,2.512910243368894e+00,2.506965036114614e+00
8.544999999999978e-03,1.118250000000003e+01,2.511636154135024e+00,2.505604922590932e+00
8.554999999999978e-03,1.116750000000003e+01,2.510343848917565e+00,2.504227411417554e+00
8.564999999999977e-03,1.115250000000004e+01,2.509033501001957e+00,2.502832668095254e+00
8.574999999999977e-03,1.113750000000003e+01,2.507705282025203e+00,2.501420856550424e+00
8.584999999999976e-03,1.112250000000004e+01,2.506359361991555e+00,2.499992139150053e+00
8.594999999999976e-03,1.110750000000004e+01,2.504995909288044e+00,2.498546676716561e+00
8.604999999999976e-03,1.109250000000004e+01,2.503615090699867e+00,2.497084628542498e+00
8.614999999999975e-03,1.107750000000004e+01,2.502217071425621e+00,2.495606152405085e+00
8.624999999999975e-03,1.106250000000004e+01,2.500802015092398e+00,2.494111404580642e+00
8.634999999999974e-03,1.104750000000004e+01,2.499370083770733e+00,2.492600539858854e+00
