time,V(sw),I(Rmotor),I(Dfly)
3.700000000000000e-03,1.253383891655888e+01,2.270277346522196e-01,2.270277346270078e-01
3.700050000000000e-03,1.544615113276597e+00,2.270941241930510e-01,-4.352898317759646e-02
3.700079747597631e-03,9.357104926322490e-01,2.273060588369504e-01,4.112458851808665e-02
3.700102062463550e-03,1.501597827789298e+00,2.274654521589377e-01,-3.814843129072987e-02
3.700125169172929e-03,9.729253463836596e-01,2.276300128265333e-01,3.546123678916713e-02
3.700151170684733e-03,1.463566244384590e+00,2.278156101230813e-01,-3.324676784970393e-02
3.700175250886938e-03,1.003159710419124e+00,2.279870613254520e-01,3.100146870984588e-02
3.700202842578252e-03,1.433313483642139e+00,2.281838494708616e-01,-2.917199574865581e-02
3.700231005149060e-03,1.028307809581259e+00,2.283842664461617e-01,2.748338397615679e-02
3.700261717605955e-03,1.411364341343922e+00,2.286030627326606e-01,-2.601966202542272e-02
3.700295483187776e-03,1.048958223848656e+00,2.288431377417833e-01,2.475943774252531e-02
3.700332243317377e-03,1.396525734473378e+00,2.291046286205801e-01,-2.364970366599106e-02
3.700373631446943e-03,1.065998129481751e+00,2.293985046878274e-01,2.271197454027263e-02
3.700419794138261e-03,1.387585769900833e+00,2.297262585637309e-01,-2.189421049749729e-02
3.700473924689398e-03,1.080474766936618e+00,2.301098848232113e-01,2.122794009402629e-02
3.700539290707239e-03,1.384708710230778e+00,2.305727881210474e-01,-2.068147658397024e-02
3.700621549976865e-03,1.093791354864524e+00,2.311540903186595e-01,2.026605811218385e-02
3.700731180033454e-03,1.389600679748034e+00,2.319273569389365e-01,-1.994916327640261e-02
3.700886810463034e-03,1.109805293432568e+00,2.330215128247629e-01,1.973787944564265e-02
3.701126185041312e-03,1.408699368699636e+00,2.346968393962440e-01,-1.959115670817191e-02
3.701532392153966e-03,1.141730205584524e+00,2.375186892928851e-01,1.951381396056995e-02
3.702307706844352e-03,1.473789363837248e+00,2.428289886877644e-01,-1.946342132060241e-02
3.703307706844352e-03,1.226353800152447e+00,2.495397213809352e-01,1.943419304998528e-02
3.704307706844353e-03,1.587522074490193e+00,2.560875122946660e-01,-1.939153624125112e-02
3.705307706844353e-03,1.322064921038762e+00,2.624838884682196e-01,1.936005511917305e-02
3.706307706844353e-03,1.704974263629219e+00,2.687204679397554e-01,-1.931463547394596e-02
3.707307706844353e-03,1.418549766288751e+00,2.748101890922073e-01,1.928052798859436e-02
3.708307706844353e-03,1.827420936858706e+00,2.807425039164357e-01,-1.923181261762164e-02
3.709307706844353e-03,1.515992630252385e+00,2.865323151616432e-01,1.919456755280713e-02
3.710307706844353e-03,1.956735110566447e+00,2.921660742955050e-01,-1.914181134702542e-02
3.711307706844354e-03,1.614006280983004e+00,2.976617860577769e-01,1.910063192732903e-02
3.712307706844354e-03,2.095906884633142e+00,3.030012244917411e-01,-1.904267315846475e-02
3.713307706844354e-03,1.716463649854243e+00,3.082050834539645e-01,1.899687132845607e-02
3.714307706844354e-03,2.250163035617931e+00,3.132498195453720e-01,-1.893232500825626e-02
3.715307706844354e-03,1.819936760663600e+00,3.181631505317472e-01,1.888011900871067e-02
3.716307706844354e-03,2.432998149661767e+00,3.229077942935389e-01,-1.880551873219005e-02
3.716432706844354e-03,2.118706644616437e+00,3.234959239828877e-01,-1.540230960372924e-04
3.716682706844354e-03,2.131105705279325e+00,3.246682879635756e-01,1.600270533419490e-04
3.716993728337753e-03,2.156970652500666e+00,3.261143435878192e-01,-1.499289399831127e-04
3.717336025132491e-03,2.176187042332308e+00,3.276898196320481e-01,1.567423233783671e-04
3.718020618721967e-03,2.229952339753252e+00,3.307901803249922e-01,-1.471828507515482e-04
3.719020618721967e-03,2.300422763296702e+00,3.351967640837538e-01,1.557812203145659e-04
3.720020618721967e-03,2.387724602974007e+00,3.394551377049266e-01,-1.450847476469619e-04
3.721020618721967e-03,2.471802208232936e+00,3.435609043054533e-01,1.554242733892153e-04
3.722020618721967e-03,2.583542449702571e+00,3.475043641216032e-01,-1.416149866795280e-04
3.723020618721967e-03,2.706237881270805e+00,3.512689379698093e-01,1.568599896817346e-04
3.724020618721968e-03,3.382270557078290e+00,3.545775581296240e-01,-7.158454274680537e-05
3.724729043634993e-03,6.864286701953949e+00,3.554250754495277e-01,7.759327627532286e-04
3.725050000000000e-03,8.805271711483140e+00,3.549378496257068e-01,2.887069350521188e-04
3.725100000000000e-03,1.255073030097138e+01,3.547200649261519e-01,3.547200649009241e-01
3.725101121626283e-03,1.255249524458157e+01,3.547130791452611e-01,3.547130791199749e-01
3.725103364878847e-03,1.255265310727697e+01,3.546991076605365e-01,3.546991076353123e-01
3.725107851383976e-03,1.255236649183821e+01,3.546711664849396e-01,3.546711664600011e-01
3.725114394574285e-03,1.255241663645578e+01,3.546304209996755e-01,3.546304209744733e-01
3.725127480954903e-03,1.255234536076279e+01,3.545489429640914e-01,3.545489429388837e-01
3.725153653716140e-03,1.255238200751059e+01,3.543860385184233e-01,3.543860384932174e-01
3.725205999238615e-03,1.255228359905240e+01,3.540604358258066e-01,3.540604358006760e-01
3.725310690283563e-03,1.255225826658783e+01,3.534100543831520e-01,3.534100543578589e-01
3.725520072373460e-03,1.255203626119729e+01,3.521125803643214e-01,3.521125803393588e-01
3.725938836553254e-03,1.255176484274479e+01,3.495307326206221e-01,3.495307325953689e-01
3.726776364912842e-03,1.255105098521744e+01,3.444190016753557e-01,3.444190016500315e-01
3.727776364912842e-03,1.255033078878363e+01,3.384053744639846e-01,3.384053744386861e-01
3.728776364912843e-03,1.254949562635447e+01,3.324879790769191e-01,3.324879790516633e-01
3.729776364912843e-03,1.254878590324364e+01,3.266652827348621e-01,3.266652827096195e-01
3.730776364912843e-03,1.254795656321849e+01,3.209357792973382e-01,3.209357792720979e-01
3.731776364912843e-03,1.254725677817579e+01,3.152979844903565e-01,3.152979844652393e-01
3.732776364912843e-03,1.254643277503010e+01,3.097504398841247e-01,3.097504398589379e-01
3.733776364912843e-03,1.254574266673451e+01,3.042917080467459e-01,3.042917080215446e-01
3.734776364912843e-03,1.254492356842094e+01,2.989203767316536e-01,2.989203767064552e-01
3.735776364912844e-03,1.254424288499830e+01,2.936350538676746e-01,2.936350538423582e-01
3.736776364912844e-03,1.254342826234430e+01,2.884343719368743e-01,2.884343719116345e-01
3.737776364912844e-03,1.254275676233032e+01,2.833169827935608e-01,2.833169827684046e-01
3.738776364912844e-03,1.254194618818286e+01,2.782815622401345e-01,2.782815622149215e-01
3.739776364912844e-03,1.254128364031781e+01,2.733268046663823e-01,2.733268046411652e-01
3.740776364912844e-03,1.254047668889254e+01,2.684514278314860e-01,2.684514278064043e-01
3.741776364912844e-03,1.253982287193608e+01,2.636541673145112e-01,2.636541672893600e-01
3.742776364912844e-03,1.253901911815050e+01,2.589337815112130e-01,2.589337814860926e-01
3.743776364912845e-03,1.253837382071114e+01,2.542890458861461e-01,2.542890458609293e-01
3.744776364912845e-03,1.253757283949897e+01,2.497187581934235e-01,2.497187581682780e-01
3.745776364912845e-03,1.253693585987854e+01,2.452217325203639e-01,2.452217324950823e-01
3.746776364912845e-03,1.253613722548218e+01,2.407968047419098e-01,2.407968047166520e-01
3.747776364912845e-03,1.253550837153546e+01,2.364428263451769e-01,2.364428263199514e-01
3.748776364912845e-03,1.253471165677408e+01,2.321586701278288e-01,2.321586701027556e-01
3.749776364912845e-03,1.253409074578406e+01,2.279432237923056e-01,2.279432237671131e-01
3.750000000000000e-03,1.253384383798827e+01,2.270098114204471e-01,2.270098113954333e-01
3.750050000000000e-03,1.543891566601698e+00,2.270762332542011e-01,-4.346375187388229e-02
3.750083655525841e-03,9.344790794307050e-01,2.273160446014039e-01,4.133685115239594e-02
3.750106865794726e-03,1.504341336448300e+00,2.274818112945285e-01,-3.845531558258841e-02
3.750130200501430e-03,9.710957209775236e-01,2.276479786352696e-01,3.577131196646155e-02
3.750154752483045e-03,1.464990041743948e+00,2.278232291943928e-01,-3.341056296753742e-02
3.750179454743936e-03,1.001804732193006e+00,2.279991047138026e-01,3.120855230184461e-02
3.750205953804105e-03,1.434332933029109e+00,2.281881010190208e-01,-2.929318185643570e-02
3.750233909907356e-03,1.027648740016101e+00,2.283870420778421e-01,2.758503139015822e-02
3.750264078573073e-03,1.411918879608545e+00,2.286019655464963e-01,-2.609021443017223e-02
3.750297082198934e-03,1.048665848526737e+00,2.288366207032415e-01,2.479787674704248e-02
3.750333315688975e-03,1.396611242956636e+00,2.290943739687933e-01,-2.367079289537166e-02
3.750373776621062e-03,1.065894785988488e+00,2.293816756137306e-01,2.271102829275673e-02
3.750419118601549e-03,1.387287926015931e+00,2.297036258695296e-01,-2.187897141186390e-02
3.750471713402507e-03,1.080479321813359e+00,2.300763995158859e-01,2.119392662256026e-02
3.750534926222329e-03,1.383925317494658e+00,2.305241206404721e-01,-2.063031959381956e-02
3.750613919123286e-03,1.093762779095389e+00,2.310824484801908e-01,2.019885450070813e-02
3.750718080904942e-03,1.388088651796940e+00,2.318173766482114e-01,-1.986700375305794e-02
3.750864347773433e-03,1.109267694376733e+00,2.328461860301749e-01,1.964298874384429e-02
3.751086119160149e-03,1.405496827212578e+00,2.343995652256571e-01,-1.948604011683841e-02
3.751455970136112e-03,1.138784389292312e+00,2.369724882364153e-01,1.940119082853631e-02
3.752147357009408e-03,1.463652272995285e+00,2.417216169948139e-01,-1.934591458753854e-02
3.753147357009408e-03,1.219447724054610e+00,2.484583820503511e-01,1.931707672617744e-02
3.754147357009408e-03,1.577047776207734e+00,2.550319593609877e-01,-1.927485652577943e-02
3.755147357009408e-03,1.315173314598256e+00,2.614537054136878e-01,1.924381026040756e-02
3.756147357009408e-03,1.694064789279766e+00,2.677154679114874e-01,-1.919888360866207e-02
3.757147357009408e-03,1.411641759172691e+00,2.738299804621449e-01,1.916526396315454e-02
3.758147357009408e-03,1.815933230662447e+00,2.797869799756473e-01,-1.911711248667736e-02
3.759147357009409e-03,1.509078811725493e+00,2.856010869389378e-01,1.908042767035489e-02
3.760147357009409e-03,1.944451673541977e+00,2.912591508380729e-01,-1.902833469029197e-02
3.761147357009409e-03,1.607239807826357e+00,2.967787084530347e-01,1.898783472543020e-02
3.762147357009409e-03,2.082468965504446e+00,3.021421868822003e-01,-1.893070074682868e-02
3.763147357009409e-03,1.709356266798152e+00,3.073698733178932e-01,1.888568162899507e-02
3.764147357009409e-03,2.234917116123797e+00,3.124389554849341e-01,-1.882214945767124e-02
3.765147357009409e-03,1.812757443603046e+00,3.173762817427975e-01,1.877094626508757e-02
3.766147357009410e-03,2.414055923049041e+00,3.221463733795500e-01,-1.869781812149363e-02
3.766272357009410e-03,2.107872109948017e+00,3.227373745712206e-01,-1.499544033034539e-04
3.766522357009409e-03,2.120306785127547e+00,3.239154656659738e-01,1.559733909850536e-04
3.766836622951733e-03,2.146054096070260e+00,3.253837479033739e-01,-1.460299097288953e-04
3.767182544307641e-03,2.165507776779708e+00,3.269836182000872e-01,1.528520971927350e-04
3.767874387019457e-03,2.219199008689972e+00,3.301317756426645e-01,-1.434104718711637e-04
3.768874387019457e-03,2.289120663614385e+00,3.345597511059948e-01,1.519376076775103e-04
3.769874387019457e-03,2.375163822216650e+00,3.388400734124950e-01,-1.414012283085242e-04
3.770874387019457e-03,2.457997936548554e+00,3.429686814410192e-01,1.515815318953173e-04
3.771874387019457e-03,2.566820676157625e+00,3.469366840854646e-01,-1.381424352153715e-04
3.772874387019458e-03,2.684437763385785e+00,3.507293773627798e-01,1.527430464243196e-04
3.773874387019458e-03,2.927193098119513e+00,3.542831092334029e-01,-1.223305978914624e-04
3.774517333854553e-03,6.088735639141906e+00,3.554492968566291e-01,8.001541714008908e-04
3.775050000000000e-03,9.006801008095163e+00,3.547940770708870e-01,1.449343856663177e-04
3.775100000000000e-03,1.255075947661304e+01,3.545713706051667e-01,3.545713705799258e-01
3.775100878176928e-03,1.255258979722624e+01,3.545659030749140e-01,3.545659030494974e-01
3.775102634530784e-03,1.255267683700849e+01,3.545549680952010e-01,3.545549680697491e-01
3.775106147238496e-03,1.255233625511469e+01,3.545330995034914e-01,3.545330994782603e-01
3.775111101188285e-03,1.255241259504538e+01,3.545022611078749e-01,3.545022610826365e-01
3.775121009087864e-03,1.255232179311074e+01,3.544405917214500e-01,3.544405916961324e-01
3.775140824887023e-03,1.255238409981753e+01,3.543172825564986e-01,3.543172825310492e-01
3.775180456485339e-03,1.255227508884497e+01,3.540707824087112e-01,3.540707823835731e-01
3.775259719681972e-03,1.255229029909021e+01,3.535782544814781e-01,3.535782544561528e-01
3.775418246075239e-03,1.255208777594206e+01,3.525950850869942e-01,3.525950850618287e-01
3.775735298861771e-03,1.255191657598200e+01,3.506362681287997e-01,3.506362681035924e-01
3.776369404434837e-03,1.255134072597788e+01,3.467485315774140e-01,3.467485315521301e-01
3.777369404434837e-03,1.255063962355663e+01,3.406976284964849e-01,3.406976284713892e-01
3.778369404434837e-03,1.254978160363972e+01,3.347435508238516e-01,3.347435507984997e-01
3.779369404434837e-03,1.254909179352341e+01,3.288847559513399e-01,3.288847559262109e-01
3.780369404434837e-03,1.254823916081268e+01,3.231197286879030e-01,3.231197286627108e-01
3.781369404434837e-03,1.254756012196660e+01,3.174469752233091e-01,3.174469751980524e-01
3.782369404434837e-03,1.254671211465788e+01,3.118650285092878e-01,3.118650284840285e-01
3.783369404434838e-03,1.254604361464493e+01,3.063724418515589e-01,3.063724418263192e-01
3.784369404434838e-03,1.254519976753699e+01,3.009677946853671e-01,3.009677946600675e-01
3.785369404434838e-03,1.254454158428006e+01,2.956496859414462e-01,2.956496859162883e-01
3.786369404434838e-03,1.254370143530439e+01,2.904167400748724e-01,2.904167400495794e-01
3.787369404434838e-03,1.254305335861635e+01,2.852676001965994e-01,2.852676001715082e-01
3.788369404434838e-03,1.254221644639151e+01,2.802009343652321e-01,2.802009343400869e-01
3.789369404434838e-03,1.254157827784060e+01,2.752154284726331e-01,2.752154284474173e-01
3.790369404434839e-03,1.254074414093419e+01,2.703097928096958e-01,2.703097927844667e-01
3.791369404434839e-03,1.254011569374009e+01,2.654827546939123e-01,2.654827546686533e-01
3.792369404434839e-03,1.253928386991970e+01,2.607330653208764e-01,2.607330652957174e-01
3.793369404434839e-03,1.253866496886958e+01,2.560594921210588e-01,2.560594920957726e-01
3.794369404434839e-03,1.253783499432925e+01,2.514608259094602e-01,2.514608258843509e-01
3.795369404434839e-03,1.253722547571528e+01,2.469358729581518e-01,2.469358729329585e-01
3.796369404434839e-03,1.253639688427433e+01,2.424834624572290e-01,2.424834624319061e-01
3.797369404434839e-03,1.253579659585302e+01,2.381024382889380e-01,2.381024382638230e-01
3.798369404434840e-03,1.253496891812424e+01,2.337916668138700e-01,2.337916667887185e-01
3.799369404434840e-03,1.253437771909858e+01,2.295500283316998e-01,2.295500283065621e-01
3.800000000000000e-03,1.253381145142947e+01,2.269103516464225e-01,2.269103516210791e-01
3.800050000000000e-03,1.544177601196898e+00,2.269768466821652e-01,-4.359600346934389e-02
3.800050663719265e-03,1.339454419775858e+00,2.269815119136048e-01,-1.826602414150891e-02
3.800051991157796e-03,1.177020119902092e+00,2.269909498400122e-01,3.877063273631798e-03
3.800054646034857e-03,1.218672156612508e+00,2.270099850525543e-01,-2.038068708207774e-03
3.800058056571303e-03,1.195739948754114e+00,2.270344052384115e-01,1.248712435146793e-03
3.800062799303180e-03,1.210456397921437e+00,2.270683814546786e-01,-8.858695831248653e-04
3.800072284766934e-03,1.199527546512110e+00,2.271363082307540e-01,7.490971512691402e-04
3.800091255694442e-03,1.210742986881581e+00,2.272721281073663e-01,-6.803798954546636e-04
3.800129197549458e-03,1.203253542762850e+00,2.275435735779615e-01,6.569772140219143e-04
3.800205081259490e-03,1.216299694109205e+00,2.280857596974181e-01,-6.369372293812958e-04
3.800356848679554e-03,1.214948631290712e+00,2.291672729765518e-01,6.358106938497698e-04
3.800660383519681e-03,1.239389190525679e+00,2.313189437119209e-01,-6.264201331562802e-04
3.801267453199936e-03,1.261152882344561e+00,2.355771288317717e-01,6.305803842598934e-04
3.802267453199936e-03,1.321613995822824e+00,2.424611995756649e-01,-6.235118805975048e-04
3.803267453199936e-03,1.363566964872637e+00,2.491851919900655e-01,6.284150957158730e-04
3.804267453199936e-03,1.425274189990554e+00,2.557510290097706e-01,-6.211662486554914e-04
3.805267453199936e-03,1.467401780140387e+00,2.621611346149429e-01,6.261124420259279e-04
3.806267453199936e-03,1.530714869716188e+00,2.684171842862421e-01,-6.186415762954312e-04
3.807267453199936e-03,1.573262973041288e+00,2.745214149613732e-01,6.236599987641256e-04
3.808267453199937e-03,1.638590400819846e+00,2.804752373966695e-01,-6.159158276553001e-04
3.809267453199937e-03,1.681778509278780e+00,2.862807217543623e-01,6.210338365653101e-04
3.810267453199937e-03,1.749665273532611e+00,2.919389531951105e-01,-6.129477714500453e-04
3.811267453199937e-03,1.793795696149664e+00,2.974518018422623e-01,6.182032029311557e-04
3.812267453199937e-03,1.864999664789164e+00,3.028199300139884e-01,-6.096796807364413e-04
3.813267453199937e-03,1.910507505777832e+00,3.080449518125488e-01,6.151271817067538e-04
3.814267453199937e-03,1.986138623291250e+00,3.131269428478458e-01,-6.060260418383479e-04
3.815267453199937e-03,2.033692035311128e+00,3.180671589802769e-01,6.117497309521269e-04
3.816267453199938e-03,2.115494378624445e+00,3.228647895604494e-01,-6.018505094118609e-04
3.817267453199938e-03,2.166217792598870e+00,3.275205256354028e-01,6.079921554746903e-04
3.818267453199938e-03,2.257225688048800e+00,3.320320533239272e-01,-5.969110262693533e-04
3.819267453199938e-03,2.313299857776342e+00,3.363990077211821e-01,6.037457608876196e-04
3.820267453199938e-03,2.419725405885483e+00,3.406160360577046e-01,-5.906965751822923e-04
3.821267453199938e-03,2.486616161770295e+00,3.446801529815555e-01,5.989140656392777e-04
3.822267453199938e-03,2.632571680454498e+00,3.485741775805253e-01,-5.808449498001522e-04
3.823267453199938e-03,2.732035821239455e+00,3.522846525999911e-01,5.932215747161962e-04
3.824079171684815e-03,4.777983849345826e+00,3.543880204632153e-01,-2.611222193849017e-04
3.824755109519929e-03,5.726890617309524e+00,3.551120889388415e-01,4.629462543093155e-04
3.825050000000000e-03,7.340530637082291e+00,3.550485823435041e-01,3.994396557516211e-04
3.825100000000000e-03,1.255037191850982e+01,3.548673204636521e-01,3.548673204383945e-01
3.825100968824499e-03,1.255238870923023e+01,3.548612841773269e-01,3.548612841523280e-01
3.825102906473496e-03,1.255272714776149e+01,3.548492114676369e-01,3.548492114424562e-01
3.825106781771492e-03,1.255239281882372e+01,3.548250671641890e-01,3.548250671390107e-01
3.825112250565884e-03,1.255244352905858e+01,3.547909982080265e-01,3.547909981829278e-01
3.825123188154669e-03,1.255236193379803e+01,3.547228694077235e-01,3.547228693824422e-01
3.825145063332239e-03,1.255241312344496e+01,3.545866479032951e-01,3.545866478779303e-01
3.825188813687379e-03,1.255231054161821e+01,3.543143490110899e-01,3.543143489858025e-01
3.825276314397657e-03,1.255230960827879e+01,3.537703272201224e-01,3.537703271947379e-01
3.825451315818216e-03,1.255210373256610e+01,3.526845835670422e-01,3.526845835420644e-01
3.825801318659332e-03,1.255189699749542e+01,3.505222636881338e-01,3.505222636629313e-01
3.826501324341565e-03,1.255127927983192e+01,3.462340380963112e-01,3.462340380710671e-01
3.827501324341565e-03,1.255056877263593e+01,3.401913677083244e-01,3.401913676831470e-01
3.828501324341566e-03,1.254972115184969e+01,3.342453915496157e-01,3.342453915243482e-01
3.829501324341566e-03,1.254902157465117e+01,3.283945692741022e-01,3.283945692487933e-01
3.830501324341566e-03,1.254817954746904e+01,3.226373876347440e-01,3.226373876095678e-01
3.831501324341566e-03,1.254749036544079e+01,3.169723550234761e-01,3.169723549983772e-01
3.832501324341566e-03,1.254665331580197e+01,3.113980061979241e-01,3.113980061727162e-01
3.833501324341566e-03,1.254597428255780e+01,3.059128966092706e-01,3.059128965841751e-01
3.834501324341566e-03,1.254514176076365e+01,3.005156074282416e-01,3.005156074030069e-01
3.835501324341566e-03,1.254447263983408e+01,2.952047396765684e-01,2.952047396513180e-01
3.836501324341567e-03,1.254364419904485e+01,2.899789194765111e-01,2.899789194512437e-01
3.837501324341567e-03,1.254298476517019e+01,2.848367919778413e-01,2.848367919526851e-01
3.838501324341567e-03,1.254215995988250e+01,2.797770268396417e-01,2.797770268145428e-01
3.839501324341567e-03,1.254150999884474e+01,2.747983119426549e-01,2.747983119174791e-01
3.840501324341567e-03,1.254068838419644e+01,2.698993591130532e-01,2.698993590878729e-01
3.841501324341567e-03,1.254004769267677e+01,2.650788976094714e-01,2.650788975842744e-01
3.842501324341567e-03,1.253922882373709e+01,2.603356800990133e-01,2.603356800738155e-01
3.843501324341568e-03,1.253859720919093e+01,2.556684759077196e-01,2.556684758825156e-01
3.844501324341568e-03,1.253778064022867e+01,2.510760772596843e-01,2.510760772343801e-01
3.845501324341568e-03,1.253715792077919e+01,2.465572922791042e-01,2.465572922538684e-01
3.846501324341568e-03,1.253634320450628e+01,2.421109515040263e-01,2.421109514788355e-01
3.847501324341568e-03,1.253572920885652e+01,2.377359006274770e-01,2.377359006023028e-01
3.848501324341568e-03,1.253491589564369e+01,2.334310072980560e-01,2.334310072728130e-01
3.849501324341568e-03,1.253431046300843e+01,2.291951535869445e-01,2.291951535617898e-01
3.850000000000000e-03,1.253385229916671e+01,2.271083269538733e-01,2.271083269289065e-01
3.850050000000000e-03,1.545337230347129e+00,2.271746336617695e-01,-4.353139088609126e-02
3.850050631896843e-03,1.344873379789660e+00,2.271790697996863e-01,-1.878994972930315e-02
3.850051895690528e-03,1.180850520050661e+00,2.271880453933882e-01,3.525162894182365e-03
3.850054423277898e-03,1.218297051121657e+00,2.272061556339338e-01,-1.788494282659592e-03
3.850057776499999e-03,1.197169493068115e+00,2.272301531530834e-01,1.045344522436764e-03
3.850062284241283e-03,1.210630743260341e+00,2.272624282601046e-01,-7.000331752715638e-04
3.850071299723852e-03,1.202112522745000e+00,2.273269492459449e-01,5.878283905236259e-04
3.850089330688990e-03,1.211095065612048e+00,2.274559590873916e-01,-5.298870179615278e-04
3.850125392619265e-03,1.205578042749353e+00,2.277138046940902e-01,5.117636913354318e-04
3.850197516479815e-03,1.216388559887210e+00,2.282288590079505e-01,-4.942775867666782e-04
3.850341764200915e-03,1.216670793492033e+00,2.292563873814886e-01,4.944391372774248e-04
3.850630259643116e-03,1.238329442800159e+00,2.313011879189968e-01,-4.856809374320648e-04
3.851207250527518e-03,1.260603593978249e+00,2.353499852416820e-01,4.901679144442284e-04
3.852207250527518e-03,1.318943440159770e+00,2.422392588090239e-01,-4.833478219268272e-04
3.853207250527518e-03,1.363013179134726e+00,2.489683736838884e-01,4.885012137689770e-04
3.854207250527519e-03,1.422495805316718e+00,2.555393053410129e-01,-4.815149659709306e-04
3.855207250527519e-03,1.466895267564373e+00,2.619544012578934e-01,4.867305788813781e-04
3.856207250527519e-03,1.527837042594165e+00,2.682154113558859e-01,-4.795407195157253e-04
3.857207250527519e-03,1.572808335707372e+00,2.743244979793877e-01,4.848477888685920e-04
3.858207250527519e-03,1.635591951481912e+00,2.802831591170765e-01,-4.774062753210018e-04
3.859207250527519e-03,1.681382292993220e+00,2.860933763838161e-01,4.828356918062937e-04
3.860207250527519e-03,1.746518810498498e+00,2.917563390281784e-01,-4.750782022799882e-04
3.861207250527519e-03,1.793467349513747e+00,2.972738101048113e-01,4.806725104034015e-04
3.862207250527520e-03,1.861667617532559e+00,3.026465793909680e-01,-4.725093923330093e-04
3.863207250527520e-03,1.910261440846795e+00,3.078761278105512e-01,4.783298863708652e-04
3.864207250527520e-03,1.982567023271999e+00,3.129626924433648e-01,-4.696295735007183e-04
3.865207250527520e-03,2.033551860950479e+00,3.179073570402653e-01,4.757702993796187e-04
3.866207250527520e-03,2.111600763849712e+00,3.227095252065705e-01,-4.663256581505237e-04
3.867207250527520e-03,2.166226212518104e+00,3.273696531229783e-01,4.729444152840045e-04
3.868207250527520e-03,2.252872750374581e+00,3.318857307836875e-01,-4.623942454795582e-04
3.869207250527521e-03,2.313546094376854e+00,3.362570449534171e-01,4.697952084864454e-04
3.870207250527521e-03,2.414653562774340e+00,3.404787204649618e-01,-4.573972247268188e-04
3.871207250527521e-03,2.487332281211476e+00,3.445471777068753e-01,4.663331786414204e-04
3.872207250527521e-03,2.623926143637089e+00,3.484472464053501e-01,-4.494255360754096e-04
3.873207250527521e-03,2.730966258893964e+00,3.521645553178845e-01,4.627415497182596e-04
3.874089613483242e-03,4.710503417291892e+00,3.544814126222667e-01,-1.677300602409559e-04
3.874936011100091e-03,6.435180854862293e+00,3.551162276723568e-01,4.670861212829891e-04
3.875050000000000e-03,7.071760076881943e+00,3.550666090077270e-01,4.174663204992157e-04
3.875100000000000e-03,1.255031384077404e+01,3.548920504712660e-01,3.548920504460540e-01
3.875101408040637e-03,1.255239066747380e+01,3.548832771399213e-01,3.548832771146593e-01
3.875104224121912e-03,1.255244719582770e+01,3.548657307970550e-01,3.548657307718628e-01
3.875109856284461e-03,1.255237816429744e+01,3.548306405185264e-01,3.548306404933754e-01
3.875117179539327e-03,1.255243494021936e+01,3.547850189362281e-01,3.547850189111301e-01
3.875131826049060e-03,1.255236144036049e+01,3.546937919301275e-01,3.546937919048077e-01
3.875161119068526e-03,1.255240028538711e+01,3.545114025497204e-01,3.545114025246932e-01
3.875219705107457e-03,1.255229227199398e+01,3.541468821614748e-01,3.541468821362059e-01
3.875336877185320e-03,1.255226185637715e+01,3.534188736698276e-01,3.534188736446708e-01
3.875571221341046e-03,1.255201543596517e+01,3.519669761653715e-01,3.519669761401900e-01
3.876039909652498e-03,1.255170974999342e+01,3.490795817589911e-01,3.490795817338466e-01
3.876977286275401e-03,1.255091321913518e+01,3.433697840263933e-01,3.433697840009842e-01
3.877977286275401e-03,1.255019878297798e+01,3.373729459111294e-01,3.373729458859032e-01
3.878977286275401e-03,1.254935913398481e+01,3.314720724782713e-01,3.314720724530318e-01
3.879977286275402e-03,1.254865541040644e+01,3.256656350704332e-01,3.256656350451692e-01
3.880977286275402e-03,1.254782133527992e+01,3.199521318456225e-01,3.199521318203935e-01
3.881977286275402e-03,1.254712770979054e+01,3.143300825573969e-01,3.143300825321660e-01
3.882977286275402e-03,1.254629874685791e+01,3.087980329304482e-01,3.087980329052442e-01
3.883977286275402e-03,1.254561496675350e+01,3.033545494262715e-01,3.033545494010781e-01
3.884977286275402e-03,1.254479067704518e+01,2.979982238284677e-01,2.979982238032264e-01
3.885977286275402e-03,1.254411649884447e+01,2.927276678293126e-01,2.927276678041579e-01
3.886977286275402e-03,1.254329644575668e+01,2.875415178210099e-01,2.875415177958374e-01
3.887977286275403e-03,1.254263163671208e+01,2.824384292951815e-01,2.824384292700444e-01
3.888977286275403e-03,1.254181538525840e+01,2.774170818484445e-01,2.774170818231525e-01
3.889977286275403e-03,1.254115972316749e+01,2.724761733854381e-01,2.724761733602676e-01
3.890977286275403e-03,1.254034683930815e+01,2.676144253476322e-01,2.676144253224422e-01
3.891977286275403e-03,1.253970011234953e+01,2.628305767100247e-01,2.628305766847916e-01
3.892977286275403e-03,1.253889016230277e+01,2.581233894426146e-01,2.581233894174773e-01
3.893977286275403e-03,1.253825216888815e+01,2.534916422903807e-01,2.534916422651534e-01
3.894977286275404e-03,1.253744471842093e+01,2.489341364774174e-01,2.489341364521991e-01
3.895977286275404e-03,1.253681526706361e+01,2.444496892592450e-01,2.444496892341164e-01
3.896977286275404e-03,1.253600988075894e+01,2.400371398802055e-01,2.400371398549694e-01
3.897977286275404e-03,1.253538878995898e+01,2.356953428865566e-01,2.356953428613551e-01
3.898977286275404e-03,1.253458503045671e+01,2.314231743483648e-01,2.314231743231687e-01
