time,V(sw),I(Rmotor),I(Dfly)
1.823034893602831e-03,2.708474972522796e+00,3.513216016811000e-01,1.565886044208042e-04
1.824034893602831e-03,3.463678031392088e+00,3.545878954399651e-01,-6.124722959022222e-05
1.824766827912724e-03,6.960092895236802e+00,3.553987771855667e-01,7.496344986357428e-04
1.825050000000000e-03,8.689243425433620e+00,3.549717554650418e-01,3.226127746813745e-04
1.825100000000000e-03,1.255070421621715e+01,3.547568437330842e-01,3.547568437080528e-01
1.825101166982310e-03,1.255236884768842e+01,3.547495749292227e-01,3.547495749039342e-01
1.825103500946929e-03,1.255261395098036e+01,3.547350373100118e-01,3.547350372847191e-01
1.825108168876168e-03,1.255237825006460e+01,3.547059636790667e-01,3.547059636537497e-01
1.825115340826048e-03,1.255241532553296e+01,3.546612990022615e-01,3.546612989770992e-01
1.825129684725807e-03,1.255235217920336e+01,3.545719852109183e-01,3.545719851856433e-01
1.825158372525325e-03,1.255237871312511e+01,3.543934196360412e-01,3.543934196109078e-01
1.825215748124362e-03,1.255228449425950e+01,3.540365362171778e-01,3.540365361920905e-01
1.825330499322436e-03,1.255224311959091e+01,3.533237591789722e-01,3.533237591538452e-01
1.825560001718584e-03,1.255201343047885e+01,3.519021552168920e-01,3.519021551915813e-01
1.826019006510879e-03,1.255170236656107e+01,3.490746751710027e-01,3.490746751458573e-01
1.826937016095470e-03,1.255093411526310e+01,3.434820522360147e-01,3.434820522107884e-01
1.827937016095470e-03,1.255020633243623e+01,3.374834178653192e-01,3.374834178399766e-01
1.828937016095469e-03,1.254938024530681e+01,3.315807765840181e-01,3.315807765588730e-01
1.829937016095469e-03,1.254866256477974e+01,3.257725995865647e-01,3.257725995614535e-01
1.830937016095469e-03,1.254784253924665e+01,3.200573843404015e-01,3.200573843151844e-01
1.831937016095469e-03,1.254713446342967e+01,3.144336504062549e-01,3.144336503810408e-01
1.832937016095469e-03,1.254632005977906e+01,3.088999428213810e-01,3.088999427962591e-01
1.833937016095469e-03,1.254562131562421e+01,3.034548278785100e-01,3.034548278534643e-01
1.834937016095469e-03,1.254481211464261e+01,2.980968966775963e-01,2.980968966523534e-01
1.835937016095469e-03,1.254412243833574e+01,2.928247607657700e-01,2.928247607404089e-01
1.836937016095469e-03,1.254331802403764e+01,2.876370558545153e-01,2.876370558293573e-01
1.837937016095469e-03,1.254263716157945e+01,2.825324373139619e-01,2.825324372887295e-01
1.838937016095469e-03,1.254183712053796e+01,2.775095840620452e-01,2.775095840369346e-01
1.839937016095469e-03,1.254116482751030e+01,2.725671939056362e-01,2.725671938805263e-01
1.840937016095468e-03,1.254036874823835e+01,2.677039876086593e-01,2.677039875834097e-01
1.841937016095468e-03,1.253970478958625e+01,2.629187040721783e-01,2.629187040470171e-01
1.842937016095468e-03,1.253891226190328e+01,2.582101045888663e-01,2.582101045636165e-01
1.843937016095468e-03,1.253825641172939e+01,2.535769678537542e-01,2.535769678285504e-01
1.844937016095468e-03,1.253746702611101e+01,2.490180944128965e-01,2.490180943877363e-01
1.845937016095468e-03,1.253681906748247e+01,2.445323014960465e-01,2.445323014708833e-01
1.846937016095468e-03,1.253603241439093e+01,2.401184276678383e-01,2.401184276425639e-01
1.847937016095468e-03,1.253539213915873e+01,2.357753274731833e-01,2.357753274479180e-01
1.848937016095468e-03,1.253460780835153e+01,2.315018762997978e-01,2.315018762746135e-01
1.849937016095468e-03,1.253397501698262e+01,2.272969648266060e-01,2.272969648013046e-01
1.850000000000000e-03,1.253385429105223e+01,2.270343979880963e-01,2.270343979629885e-01
1.850050000000000e-03,1.543648402358008e+00,2.271008059749390e-01,-4.341123484681741e-02
1.850067537344227e-03,9.458472898370202e-01,2.272256797064043e-01,3.940651019115560e-02
1.850086718342718e-03,1.483597915677225e+00,2.273627915099705e-01,-3.611677860685170e-02
1.850105750495307e-03,9.867297959337149e-01,2.274984097779500e-01,3.305056593840172e-02
1.850125245079389e-03,1.438298132181622e+00,2.276377209248192e-01,-3.033305919655671e-02
1.850146291669505e-03,1.021042556084188e+00,2.277877140411133e-01,2.800525758479111e-02
1.850168363290642e-03,1.405655614639495e+00,2.279453173624544e-01,-2.596075528806807e-02
1.850192726143452e-03,1.047658127157623e+00,2.281188933331870e-01,2.423565178197862e-02
1.850219479736245e-03,1.383287880408487e+00,2.283097228899773e-01,-2.276362100813945e-02
1.850249446884646e-03,1.068030043755428e+00,2.285230728241706e-01,2.152862512768472e-02
1.850283451430212e-03,1.369088845366683e+00,2.287652836688847e-01,-2.048966040864908e-02
1.850322308620481e-03,1.084001599399950e+00,2.290415885272413e-01,1.962832955968441e-02
1.850367271596403e-03,1.361413577684579e+00,2.293612678255971e-01,-1.890419687244904e-02
1.850419634473184e-03,1.097354668319684e+00,2.297329205566493e-01,1.831209451714777e-02
1.850481354634453e-03,1.359241925950133e+00,2.301706546786811e-01,-1.781399403398165e-02
1.850559181754481e-03,1.109827707853370e+00,2.307215228487258e-01,1.743762547869565e-02
1.850661019794377e-03,1.363894550127100e+00,2.314410701553581e-01,-1.714468152837156e-02
1.850803219193327e-03,1.124740726290776e+00,2.324427769297213e-01,1.694707046055566e-02
1.851018119194259e-03,1.380815132312904e+00,2.339504812755964e-01,-1.680708786784724e-02
1.851373526411163e-03,1.153381338817390e+00,2.364275426658753e-01,1.673180505051608e-02
1.852032713816000e-03,1.435700666476655e+00,2.409667502585395e-01,-1.668143797817656e-02
1.853032713816000e-03,1.233246208591859e+00,2.477225184213012e-01,1.665753011897309e-02
1.854032713816000e-03,1.545882218794921e+00,2.543163914907252e-01,-1.662064640422845e-02
1.855032713816000e-03,1.329954820488277e+00,2.607576234276036e-01,1.659503672734708e-02
1.856032713816000e-03,1.662269203571803e+00,2.670388750963249e-01,-1.655565124458747e-02
1.857032713816000e-03,1.427573608231265e+00,2.731719967468141e-01,1.652771580564316e-02
1.858032713816000e-03,1.781504095051897e+00,2.791486163802985e-01,-1.648558269568223e-02
1.859032713816000e-03,1.526420775796212e+00,2.849813324510151e-01,1.645509269421197e-02
1.860032713816000e-03,1.906614660557737e+00,2.906594005772085e-01,-1.640962448111516e-02
1.861032713816000e-03,1.626769501281255e+00,2.961975595778089e-01,1.637602602894805e-02
1.862032713816000e-03,2.039988563202711e+00,3.015816474999821e-01,-1.632636931222287e-02
1.863032713816000e-03,1.728280340935489e+00,3.068299165574130e-01,1.628876388504619e-02
1.864032713815999e-03,2.185662807623231e+00,3.119226148170120e-01,-1.623352274928713e-02
1.865032713815999e-03,1.835118998615993e+00,3.168814770481322e-01,1.619102536912109e-02
1.866032713815999e-03,2.351357166599719e+00,3.216794318211152e-01,-1.612830448598501e-02
1.867032713815999e-03,1.944193562915828e+00,3.263471203581325e-01,1.607866230646682e-02
1.868032713815999e-03,2.560808902627801e+00,3.308368183353971e-01,-1.600322619927042e-02
1.868157713815999e-03,2.239915042047766e+00,3.313939998431844e-01,-1.581049543286639e-04
1.868407713815999e-03,2.253309394983853e+00,3.325044668367265e-01,1.646231361895900e-04
1.868714635653389e-03,2.282017267612592e+00,3.338552683444093e-01,-1.532014758964806e-04
1.869052414438976e-03,2.302623887820441e+00,3.353259217709195e-01,1.606487339156359e-04
1.869727972010151e-03,2.362818636101354e+00,3.382163647708881e-01,-1.497378705384023e-04
1.870727972010151e-03,2.444022858438955e+00,3.423679292318239e-01,1.597105239170560e-04
1.871727972010151e-03,2.550731415853197e+00,3.463603810774645e-01,-1.465419747859187e-04
1.872727972010151e-03,2.663247623467593e+00,3.501807143501975e-01,1.604966859947154e-04
1.873727972010151e-03,2.868656060459889e+00,3.537827029252846e-01,-1.348140616208582e-04
1.874435983764587e-03,5.524547049399443e+00,3.552910864316121e-01,6.419437474924905e-04
1.875050000000000e-03,8.596756651794037e+00,3.548354714224023e-01,1.863287321768325e-04
1.875100000000000e-03,1.255065020050651e+01,3.546229811830978e-01,3.546229811578527e-01
1.875100729899278e-03,1.255245194948746e+01,3.546184363164016e-01,3.546184362910410e-01
1.875102189697835e-03,1.255266164332600e+01,3.546093465395082e-01,3.546093465141453e-01
1.875105109294949e-03,1.255234496324832e+01,3.545911677795806e-01,3.545911677544922e-01
1.875109375249365e-03,1.255242390587460e+01,3.545646080107849e-01,3.545646079855302e-01
1.875117907158198e-03,1.255232724435125e+01,3.545114939875327e-01,3.545114939623417e-01
1.875134970975864e-03,1.255239901075714e+01,3.544052879033992e-01,3.544052878781301e-01
1.875169098611197e-03,1.255228721028756e+01,3.541929633895236e-01,3.541929633643548e-01
1.875237353881862e-03,1.255231816000724e+01,3.537686647655604e-01,3.537686647405280e-01
1.875373864423192e-03,1.255212588720399e+01,3.529214671968711e-01,3.529214671717540e-01
1.875646885505851e-03,1.255199623752114e+01,3.512326554232830e-01,3.512326553981993e-01
1.876192927671171e-03,1.255148213068942e+01,3.478772438812595e-01,3.478772438560895e-01
1.877192927671171e-03,1.255078740410638e+01,3.418082801764298e-01,3.418082801511702e-01
1.878192927671170e-03,1.254992125469265e+01,3.358364294441209e-01,3.358364294190253e-01
1.879192927671170e-03,1.254923796960525e+01,3.299601444373315e-01,3.299601444120626e-01
1.880192927671170e-03,1.254837722409355e+01,3.241779054656044e-01,3.241779054403793e-01
1.881192927671170e-03,1.254770500287901e+01,3.184882141538045e-01,3.184882141285073e-01
1.882192927671170e-03,1.254684865302705e+01,3.128895992203798e-01,3.128895991951453e-01
1.883192927671170e-03,1.254618727187999e+01,3.073806095415264e-01,3.073806095162723e-01
1.884192927671170e-03,1.254533483995933e+01,3.019598204629357e-01,3.019598204377871e-01
1.885192927671170e-03,1.254468408666327e+01,2.966258266161574e-01,2.966258265909971e-01
1.886192927671170e-03,1.254383509933165e+01,2.913772485054705e-01,2.913772484802024e-01
1.887192927671170e-03,1.254319477406225e+01,2.862127250684627e-01,2.862127250433133e-01
1.888192927671170e-03,1.254234875823939e+01,2.811309205477097e-01,2.811309205225143e-01
1.889192927671170e-03,1.254171867345902e+01,2.761305167831267e-01,2.761305167579664e-01
1.890192927671169e-03,1.254087515555092e+01,2.712102203805075e-01,2.712102203553002e-01
1.891192927671169e-03,1.254025513593164e+01,2.663687547225329e-01,2.663687546972326e-01
1.892192927671169e-03,1.253941364105425e+01,2.616048674469321e-01,2.616048674217453e-01
1.893192927671169e-03,1.253880352342281e+01,2.569173221623307e-01,2.569173221371557e-01
1.894192927671169e-03,1.253796357459941e+01,2.523049062495444e-01,2.523049062244453e-01
1.895192927671169e-03,1.253736320790547e+01,2.477664222677013e-01,2.477664222424991e-01
1.896192927671169e-03,1.253652432523486e+01,2.433006960929727e-01,2.433006960678696e-01
1.897192927671169e-03,1.253593357054362e+01,2.389065679996033e-01,2.389065679744817e-01
1.898192927671169e-03,1.253509527033508e+01,2.345829011512353e-01,2.345829011260392e-01
1.899192927671169e-03,1.253451400084497e+01,2.303285723406200e-01,2.303285723154147e-01
1.900000000000000e-03,1.253381210817497e+01,2.269448577913586e-01,2.269448577663979e-01
1.900050000000000e-03,1.544864527315403e+00,2.270113080481155e-01,-4.364044292902047e-02
1.900050705439361e-03,1.334914516491393e+00,2.270162693295387e-01,-1.762225327356592e-02
1.900052116318084e-03,1.174581780554909e+00,2.270263046245630e-01,4.261996735643869e-03
1.900054938075528e-03,1.221026922332814e+00,2.270465348458230e-01,-2.332641990805406e-03
1.900058428272722e-03,1.194623222698991e+00,2.270715212054694e-01,1.444605237321817e-03
1.900063478559127e-03,1.211658574391120e+00,2.271076973906626e-01,-1.050403272029321e-03
1.900073579131938e-03,1.198631057117048e+00,2.271800207996241e-01,8.969985751727805e-04
1.900093780277560e-03,1.211980788414755e+00,2.273246292632266e-01,-8.202809350033036e-04
1.900134182568803e-03,1.202677257495699e+00,2.276136243311867e-01,7.929515598315007e-04
1.900214987151290e-03,1.217901759440706e+00,2.281908152431248e-01,-7.710077612665955e-04
1.900376596316265e-03,1.215147141120846e+00,2.293419548244771e-01,7.689114732656321e-04
1.900699814646213e-03,1.242502608484019e+00,2.316313612954338e-01,-7.590441688742899e-04
1.901346251306111e-03,1.264337105686092e+00,2.361590185701015e-01,7.629578418777427e-04
1.902346251306111e-03,1.326851821676724e+00,2.430296747927323e-01,-7.556481398962589e-04
1.903346251306110e-03,1.366800434075693e+00,2.497404412045061e-01,7.603148518020575e-04
1.904346251306110e-03,1.430651101143699e+00,2.562931931763442e-01,-7.528122828048822e-04
1.905346251306110e-03,1.470635728479283e+00,2.626904212122826e-01,7.575046722330114e-04
1.906346251306110e-03,1.536240667612530e+00,2.689337238759668e-01,-7.497614850038303e-04
1.907346251306110e-03,1.576506620548028e+00,2.750254050829242e-01,7.545083754489923e-04
1.908346251306110e-03,1.644302134104596e+00,2.809667850257816e-01,-7.464697892256567e-04
1.909346251306110e-03,1.685043869298140e+00,2.867600136379435e-01,7.512953405885980e-04
1.910346251306110e-03,1.755611755029337e+00,2.924060674332704e-01,-7.428881438276136e-04
1.911346251306110e-03,1.797098686268715e+00,2.979069130825099e-01,7.478259756288352e-04
1.912346251306110e-03,1.871248728886691e+00,3.032630786958660e-01,-7.389480838515539e-04
1.913346251306110e-03,1.913870026086503e+00,3.084762983066432e-01,7.440469494479629e-04
1.914346251306110e-03,1.992789498427248e+00,3.135464751850289e-01,-7.345484895182608e-04
1.915346251306109e-03,2.037145809610126e+00,3.184750194400542e-01,7.398838355054949e-04
1.916346251306109e-03,2.122702748477032e+00,3.232608868803682e-01,-7.295287726449828e-04
1.917346251306109e-03,2.169812249329918e+00,3.279049767679363e-01,7.352286946460396e-04
1.918346251306109e-03,2.265261926755737e+00,3.324046324836364e-01,-7.236054399761827e-04
1.919346251306109e-03,2.317121947144312e+00,3.367597904593925e-01,7.299214066414095e-04
1.920346251306109e-03,2.432232674036330e+00,3.409629918466053e-01,-7.157945031632806e-04
1.921346251306109e-03,2.493223744462250e+00,3.450121196321968e-01,7.232991428995916e-04
1.922346251306109e-03,2.647747097106647e+00,3.488900695304500e-01,-7.041533604468242e-04
1.923346251306109e-03,2.740241226567667e+00,3.525839324640636e-01,7.156667019092566e-04
1.924070646912114e-03,5.051711357567370e+00,3.543573519555303e-01,-2.917907276511755e-04
1.924577295953061e-03,5.166912080347172e+00,3.549732792764645e-01,3.241365930328755e-04
1.924931617520065e-03,6.910953862265793e+00,3.550726097727488e-01,4.234670858238587e-04
1.925050000000000e-03,7.443316813545075e+00,3.549710560525545e-01,3.219133646581440e-04
1.925100000000000e-03,1.255038153740694e+01,3.547872874083136e-01,3.547872873832603e-01
1.925101023801005e-03,1.255240386445142e+01,3.547809098907042e-01,3.547809098654042e-01
1.925103071403014e-03,1.255244587294395e+01,3.547681550254277e-01,3.547681550001158e-01
1.925107166607034e-03,1.255235620258912e+01,3.547426466462858e-01,3.547426466210624e-01
1.925112553075451e-03,1.255243608010996e+01,3.547090977563324e-01,3.547090977310319e-01
1.925123326012287e-03,1.255234510453418e+01,3.546420087103263e-01,3.546420086851043e-01
1.925144871885958e-03,1.255241051910146e+01,3.545078655813852e-01,3.545078655561795e-01
1.925187963633300e-03,1.255229434172123e+01,3.542397191090396e-01,3.542397190838997e-01
1.925274147127985e-03,1.255230862949040e+01,3.537039848393477e-01,3.537039848140111e-01
1.925446514117353e-03,1.255209064072525e+01,3.526347471476413e-01,3.526347471224867e-01
1.925791248096091e-03,1.255190230579786e+01,3.505051642890853e-01,3.505051642638080e-01
1.926480716053566e-03,1.255127847870789e+01,3.462813245919193e-01,3.462813245667107e-01
1.927480716053566e-03,1.255058240725092e+01,3.402378972122802e-01,3.402378971871656e-01
1.928480716053566e-03,1.254971983659443e+01,3.342911763334591e-01,3.342911763082412e-01
1.929480716053566e-03,1.254903533189715e+01,3.284396210986611e-01,3.284396210734641e-01
1.930480716053565e-03,1.254817791514568e+01,3.226817182923202e-01,3.226817182670061e-01
1.931480716053565e-03,1.254750434667831e+01,3.170159758507367e-01,3.170159758255053e-01
1.932480716053565e-03,1.254665135930568e+01,3.114409286235464e-01,3.114409285983299e-01
1.933480716053565e-03,1.254598850275519e+01,3.059551316011186e-01,3.059551315759279e-01
1.934480716053565e-03,1.254513947285649e+01,3.005571660630616e-01,3.005571660378337e-01
1.935480716053565e-03,1.254448711371668e+01,2.952456325649829e-01,2.952456325397179e-01
1.936480716053565e-03,1.254364157201182e+01,2.900191573548292e-01,2.900191573296240e-01
1.937480716053565e-03,1.254299950798874e+01,2.848763851102582e-01,2.848763850851554e-01
1.938480716053565e-03,1.254215698552926e+01,2.798159856331703e-01,2.798159856079607e-01
1.939480716053565e-03,1.254152502641868e+01,2.748366463255074e-01,2.748366463002938e-01
1.940480716053565e-03,1.254068505383162e+01,2.699370791737534e-01,2.699370791486544e-01
1.941480716053565e-03,1.254006302143441e+01,2.651160129503359e-01,2.651160129251906e-01
1.942480716053564e-03,1.253922512815312e+01,2.603722005005625e-01,2.603722004753095e-01
1.943480716053564e-03,1.253861285621247e+01,2.557044106561130e-01,2.557044106309547e-01
1.944480716053564e-03,1.253777656968175e+01,2.511114358376120e-01,2.511114358124900e-01
1.945480716053564e-03,1.253717390384258e+01,2.465920836659692e-01,2.465920836408131e-01
1.946480716053564e-03,1.253633874869450e+01,2.421451848945633e-01,2.421451848693934e-01
1.947480716053564e-03,1.253574554648690e+01,2.377695847034026e-01,2.377695846782046e-01
1.948480716053564e-03,1.253491104368415e+01,2.334641509757334e-01,2.334641509504820e-01
1.949480716053564e-03,1.253432717453091e+01,2.292277652591505e-01,2.292277652338370e-01
1.950000000000000e-03,1.253383241561309e+01,2.270547861288147e-01,2.270547861035510e-01
1.950050000000000e-03,1.545663513368285e+00,2.271211279976492e-01,-4.362234865372461e-02
1.950050638311506e-03,1.343935716071726e+00,2.271256103125228e-01,-1.871810680007080e-02
1.950051914934517e-03,1.179907664899882e+00,2.271346793112057e-01,3.606837302498889e-03
1.950054468180541e-03,1.218309752778151e+00,2.271529767600854e-01,-1.843779362631359e-03
1.950057829547256e-03,1.196500805940937e+00,2.271770365283118e-01,1.078504067342223e-03
1.950062380323398e-03,1.210399641780378e+00,2.272096256652696e-01,-7.254579512094850e-04
1.950071481875682e-03,1.201563237346072e+00,2.272747738208946e-01,6.101170982208970e-04
1.950089684980249e-03,1.210867299180463e+00,2.274050373901805e-01,-5.506842411762136e-04
1.950126091189385e-03,1.205081512177385e+00,2.276653867366303e-01,5.318561148826007e-04
1.950198903607655e-03,1.216209554023142e+00,2.281854363053246e-01,-5.140287384364228e-04
1.950344528444196e-03,1.216283035802569e+00,2.292229052344942e-01,5.140181881246875e-04
1.950635778117279e-03,1.238360337795264e+00,2.312873893725492e-01,-5.051754816776111e-04
1.951218277463443e-03,1.260632233707754e+00,2.353747715253494e-01,5.096187056885526e-04
1.952218277463443e-03,1.319264884343780e+00,2.422634779822926e-01,-5.027643141186644e-04
1.953218277463443e-03,1.363041159708050e+00,2.489920350766124e-01,5.078830278737456e-04
1.954218277463443e-03,1.422831079336171e+00,2.555624109467710e-01,-5.008605113010489e-04
1.955218277463444e-03,1.466915977280830e+00,2.619769635064383e-01,5.060388234845448e-04
1.956218277463444e-03,1.528185194832871e+00,2.682374324838310e-01,-4.988101658565114e-04
1.957218277463444e-03,1.572820912505267e+00,2.743459906113226e-01,5.040772668607474e-04
1.958218277463444e-03,1.635955625817002e+00,2.803041239422169e-01,-4.965939841117262e-04
1.959218277463444e-03,1.681385541886968e+00,2.861138264082070e-01,5.019802756134339e-04
1.960218277463444e-03,1.746901432297603e+00,2.917762730244940e-01,-4.941774646027852e-04
1.961218277463444e-03,1.793459575409644e+00,2.972932417329991e-01,4.997248373417307e-04
1.962218277463445e-03,1.862073880055199e+00,3.026655048982779e-01,-4.915120418402807e-04
1.963218277463445e-03,1.910240109341957e+00,3.078945619568788e-01,4.972808667780271e-04
1.964218277463445e-03,1.983003658195473e+00,3.129806279620282e-01,-4.885253549957724e-04
1.965218277463445e-03,2.033512911607955e+00,3.179248105864085e-01,4.946082985934908e-04
1.966218277463445e-03,2.112078033183887e+00,3.227264842740940e-01,-4.851011355011536e-04
1.967218277463445e-03,2.166162482173567e+00,3.273861378544417e-01,4.916537680799138e-04
1.968218277463445e-03,2.253407672787703e+00,3.319017201098279e-01,-4.810307114766488e-04
1.969218277463445e-03,2.313443025160797e+00,3.362725662528447e-01,4.883531644939154e-04
1.970218277463446e-03,2.415278030900862e+00,3.404937367482840e-01,-4.758660826276184e-04
1.971218277463446e-03,2.487152987891431e+00,3.445617348017926e-01,4.847023237886106e-04
1.972218277463446e-03,2.624990493606325e+00,3.484611334037414e-01,-4.676404363657127e-04
1.973218277463446e-03,2.730434689907592e+00,3.521779575995034e-01,4.807571545129008e-04
1.974090450598715e-03,4.712815288575018e+00,3.544672877170157e-01,-1.818549654863943e-04
1.974912084788366e-03,6.341621741026121e+00,3.551210766511514e-01,4.719350634019293e-04
1.975050000000000e-03,7.108379223672989e+00,3.550649659205222e-01,4.158232332684975e-04
1.975100000000000e-03,1.255032116577255e+01,3.548894934390456e-01,3.548894934138147e-01
1.975101283089060e-03,1.255254344467700e+01,3.548814985060620e-01,3.548814984807436e-01
1.975103849267181e-03,1.255245607448181e+01,3.548655090850045e-01,3.548655090597208e-01
1.975108981623422e-03,1.255237007491744e+01,3.548335326572440e-01,3.548335326320995e-01
1.975115275725206e-03,1.255244410112044e+01,3.547943217585703e-01,3.547943217333582e-01
1.975127863928774e-03,1.255235689578924e+01,3.547159118902222e-01,3.547159118651066e-01
1.975153040335909e-03,1.255241434078976e+01,3.545591398991572e-01,3.545591398740555e-01
1.975203393150178e-03,1.255229749616710e+01,3.542457868015307e-01,3.542457867764170e-01
1.975304098778718e-03,1.255229532920249e+01,3.536198433854654e-01,3.536198433601001e-01
1.975505510035796e-03,1.255205949082490e+01,3.523710015336570e-01,3.523710015084092e-01
1.975908332549954e-03,1.255182067261633e+01,3.498854485694115e-01,3.498854485442848e-01
1.976713977578270e-03,1.255111118453782e+01,3.449624767530785e-01,3.449624767278436e-01
1.977713977578270e-03,1.255041108943965e+01,3.389401527259936e-01,3.389401527006441e-01
1.978713977578271e-03,1.254955448219125e+01,3.330141992429169e-01,3.330141992176650e-01
1.979713977578271e-03,1.254886580800883e+01,3.271830808523949e-01,3.271830808272114e-01
1.980713977578271e-03,1.254801435299043e+01,3.214452895868465e-01,3.214452895618081e-01
1.981713977578271e-03,1.254733639735579e+01,3.157993386544366e-01,3.157993386293612e-01
1.982713977578271e-03,1.254648951533915e+01,3.102437679137211e-01,3.102437678885295e-01
1.983713977578271e-03,1.254582204804512e+01,3.047771374666612e-01,3.047771374414054e-01
1.984713977578271e-03,1.254497927581086e+01,2.993980334368229e-01,2.993980334116131e-01
1.985713977578271e-03,1.254432207585280e+01,2.941050613365957e-01,2.941050613112850e-01
1.986713977578272e-03,1.254348295216809e+01,2.888968520983146e-01,2.888968520731794e-01
1.987713977578272e-03,1.254283581038848e+01,2.837720552067806e-01,2.837720551815437e-01
1.988713977578272e-03,1.254199987462634e+01,2.787293449934852e-01,2.787293449682338e-01
1.989713977578272e-03,1.254136259357448e+01,2.737674135228977e-01,2.737674134977297e-01
1.990713977578272e-03,1.254052938498125e+01,2.688849771609015e-01,2.688849771355706e-01
1.991713977578272e-03,1.253990177881034e+01,2.640807692027138e-01,2.640807691775748e-01
1.992713977578272e-03,1.253907083575487e+01,2.593535467272950e-01,2.593535467021368e-01
1.993713977578272e-03,1.253845273013948e+01,2.547020829541186e-01,2.547020829290148e-01
1.994713977578273e-03,1.253762358933768e+01,2.501251743960056e-01,2.501251743707655e-01
1.995713977578273e-03,1.253701482141224e+01,2.456216329312696e-01,2.456216329061434e-01
1.996713977578273e-03,1.253618701712385e+01,2.411902932681679e-01,2.411902932429655e-01
1.997713977578273e-03,1.253558743544310e+01,2.368300047182041e-01,2.368300046930827e-01
1.998713977578273e-03,1.253476049863693e+01,2.325396389861758e-01,2.325396389609935e-01
1.999713977578273e-03,1.253416996315944e+01,2.283180816296221e-01,2.283180816044705e-01
2.000000000000000e-03,1.253384769121415e+01,2.271231467930239e-01,2.271231467679158e-01
2.000050000000000e-03,1.545969078516677e+00,2.271894259736780e-01,-4.358911715425684e-02
2.000050704966319e-03,1.336230556403048e+00,2.271943809912764e-01,-1.761713948557730e-02
2.000052114898955e-03,1.175913951758039e+00,2.272044036720602e-01,4.248595862241800e-03
2.000054934764229e-03,1.222230411133908e+00,2.272246087172535e-01,-2.323202070786401e-03
2.000058426188083e-03,1.195918296072835e+00,2.272495895485417e-01,1.438511846645341e-03
2.000063473410838e-03,1.212893974744991e+00,2.272857230231426e-01,-1.045426881662870e-03
2.000073567856348e-03,1.199920842201133e+00,2.273579610653779e-01,8.925701203299496e-04
2.000093756747367e-03,1.213216853338849e+00,2.275023988535808e-01,-8.161086310298771e-04
2.000134134529405e-03,1.203962201507278e+00,2.277910529682071e-01,7.889056568854969e-04
2.000214890093482e-03,1.219135195110867e+00,2.283675632246488e-01,-7.670212524413245e-04
2.000376401221636e-03,1.216425461606672e+00,2.295173466285387e-01,7.649567123735324e-04
2.000699423477944e-03,1.243724139319986e+00,2.318040609386914e-01,-7.551033085961834e-04
2.001345467990560e-03,1.265592704506534e+00,2.363264135965190e-01,7.590259022105528e-04
2.002345467990560e-03,1.328064048872404e+00,2.431931884711542e-01,-7.517208802321207e-04
2.003345467990560e-03,1.368072722898246e+00,2.499001268685804e-01,7.563949536848469e-04
2.004345467990560e-03,1.431880995371365e+00,2.564491028286675e-01,-7.488969808067125e-04
2.005345467990560e-03,1.471931611831402e+00,2.628426030895273e-01,7.535974660344280e-04
2.006345467990560e-03,1.537494796884237e+00,2.690822251315956e-01,-7.458587940334382e-04
2.007345467990561e-03,1.577833122627339e+00,2.751702689551580e-01,7.506145855940005e-04
2.008345467990561e-03,1.645588281082032e+00,2.811080533727651e-01,-7.425803365856964e-04
2.009345467990561e-03,1.686410298755533e+00,2.868977237296872e-01,7.474157885178911e-04
2.010345467990561e-03,1.756940524928706e+00,2.925402546113228e-01,-7.390125854556118e-04
2.011345467990561e-03,1.798517860303340e+00,2.980376071065038e-01,7.439615988280579e-04
2.012345467990561e-03,1.872635209952581e+00,3.033903063896942e-01,-7.350870679800892e-04
2.013345467990561e-03,1.915360480416948e+00,3.086000793374232e-01,7.401988345279165e-04
2.014345467990562e-03,1.994256466300744e+00,3.136668243412244e-01,-7.307025635228115e-04
2.015345467990562e-03,2.038736171419282e+00,3.185919416418402e-01,7.360532730960045e-04
2.016345467990562e-03,2.124287512530703e+00,3.233743780967313e-01,-7.256981244374572e-04
2.017345467990562e-03,2.171551080888118e+00,3.280150178165089e-01,7.314173000949609e-04
2.018345467990562e-03,2.267033494881658e+00,3.325111854717991e-01,-7.197890908905435e-04
2.019345467990562e-03,2.319104696026646e+00,3.368627897657643e-01,7.261315498841014e-04
2.020345467990562e-03,2.434350241821228e+00,3.410623222556790e-01,-7.119867399474344e-04
2.021345467990562e-03,2.495686631610388e+00,3.451076012201381e-01,7.195347988009360e-04
2.022345467990563e-03,2.650851764198102e+00,3.489812737608088e-01,-7.003070114919296e-04
2.023345467990563e-03,2.744561958253087e+00,3.526700056856457e-01,7.119740174221789e-04
2.024056543729349e-03,5.124471703045649e+00,3.543827766610637e-01,-2.663660222346209e-04
2.024543737826346e-03,5.221684818973059e+00,3.549440011847919e-01,2.948585012063631e-04
2.024892695341055e-03,6.819139412537939e+00,3.550484402515307e-01,3.992975648969832e-04
2.025050000000000e-03,7.457102410538509e+00,3.549197296002557e-01,2.705869123431626e-04
2.025100000000000e-03,1.255037466810193e+01,3.547356576866624e-01,3.547356576615002e-01
2.025101171131394e-03,1.255236146943448e+01,3.547283634451401e-01,3.547283634200227e-01
2.025103513394181e-03,1.255269434229227e+01,3.547137748492777e-01,3.547137748239848e-01
